IDProduto,IDProdutoPai,NomeCat,CodProd,NomeProd,Descricao,Peso,Estoque,Preco,Disponivel,Lancamento,EmDestaque,IDsFiltroItem
6139898,,Alicates,359320,"Alicate Crimpador Rj11, Rj12 E Rj45 - Tramontina 44057100",O alicate crimpador da Tramontina PRO permite crimpar terminais com qualidade e rapidez. Quem ‚ PRO usa.,0.35,1,212.44,True,False,False,154983
6139901,,Alicates,368549,Alicate De Pressão Mordente Triangular - Tramontina 44012110,"Prende, trava e não solta! Esta ‚ a principal característica do alicate de pressão da Tramontina PRO que auxilia na fixação de peças que serão cortadas, lixadas ou soldadas, por exemplo.",0.59,6,34.1,True,False,True,154983
6139904,,Alicates,451471,"Alicate Desencapador 5"" polegadas - Tramontina  44051105",Este alicate permite ajustar o tamanho do fio a ser desencapado padronizando o seu comprimento o que otimiza a operação posterior de crimpagem com terminais normatizados.,0.1,1,84.27,True,False,False,154983
6139906,,Alicates,359290,Alicate Desencapador De Fios Automático - Tramontina 44051108,"O alicate desencapador de cabos elétricos da Tramontina PRO oferece mais versatilidade aos trabalhos, pois permite crimpar terminais com e sem isolamento além dos de ignição.",0.4,1,141.44,True,False,False,154983
6139909,,Alicates,451455,Alicate Desencapador De Fios Com Isolado - Tramontina 44051107,"O alicate desencapador de cabos elétricos da Tramontina PRO oferece mais versatilidade aos trabalhos, pois possui abertura regul vel atrav‚s de uma parafuso em sua mandíbula.",0.18,0,0,True,False,False,154983
6139917,,Alicates,451351,Alicate hidráulico 16 A 300 mm para compressão de terminais 8ton - Tramontina -  44079018,"Por ter o bico longo,  muito utilizado nos serviços elétricos e de telefonia. Sua mandíbula possui espaço para corte de arames e espaço serrilhado para pegar objetos e mantê-los firmes.",6.8,0,0,True,False,False,154983
6139921,,Alicates,368525,"Alicate Meia Cana 6"" polegadas Com Isolação - Tramontina 44004106","Por ter o bico longo, muito utilizado nos serviços elétricos e de telefonia. Sua mandíbula possui espaço para corte de arames e espaço serrilhado para pegar objetos e mantê-los firmes.",0.16,6,40.15,True,False,False,154983
6139930,,Alicates,451350,Alicate para compressão de terminais 10 A 240 mm Manual 28 Pol. Cabo Teles. 44 - Tramontina 4408102,"O Alicate para compressão de terminais ‚ utilizado em terminais e luvas tubulares em alumínio e cobre. Maior resistência, conforto e segurança em suas mãos.",3.9,1,1549.15,True,False,False,154983
6218598,,Alicates,368537,"Alicate Universal 8"" Laranja Aço Cromo Vanádio Tramontina 44000108","Versátil, o alicate universal da Tramontina PRO foi projetado para ser utilizado nas mais diversas operações, como puxar, prender, enrolar, deformar e cortar.",0.45,12,35.62,True,False,True,154983
6218604,,Alicates,452097,"Alicate Universal Eletricista 8"" Aço Cromo Vanádio Tramontina 44000128","Versátil, o alicate universal da Tramontina PRO foi projetado para ser utilizado nas mais diversas operações, como puxar, prender, enrolar, deformar e cortar.",0.45,6,52.76,True,False,False,154983
6219158,,Alicates,453391,Rebitador Carga Pesada Alumínio Fundido - Tramontina 44024018,As montagens de estruturas ficam muito mais rápidas com o rebitador da Tramontina PRO. A ferramenta certa para você que necessita de praticidade e agilidade.,1.73,1,434.43,True,False,False,154983
6219160,,Alicates,452709,Rebitador Com Cabeça Giratória Em Aço - Tramontina 44068113,As montagens de estruturas ficam muito mais rápidas com o rebitador da Tramontina PRO. Sua cabeça giratória de 360§ permite o uso em locais de difícil acesso.,0.77,0,0,True,False,False,154983
6252726,,Alicates,158571,"Alicate bomba-d'água isolado 1.000 V 10"" - Tramontina 44038110","O alicate bomba-d'água ‚ a ferramenta que não pode faltar na manutenção de redes elétricas e instalações hidr ulicas, sendo tamb‚m muito utilizado em serviços de mecânica.
",0.5,4,68.65,True,False,False,154983
6380036,,Alicates,41020,"Alicate corte diagonal 6"" com isolamento 8314/160 IOX Gedore 29487","Material do corpo do alicate: Aço cromo vanádio 
Comprimento total do alicate: 6.5/16"" - 160 mm 
Acabamento do alicate: Fosfatizado com faces polidas 
Tipo do cabo do alicate.: Cabo isolado 1000 V",0,6,52.11,True,False,False,154982
6380039,,Alicates,10318,Alicate Pressão 10  137/10 Gedore 29010,"Mordentes em aço Gedore-Vanadium e demais componentes em aço especial. Corpo com acabamento niquelado e cromado e parafuso de regulagem escurecido.
",0,6,34.11,True,False,False,154982
6380044,,Alicates,41320,Alicate tipo telefone bico reto IOX Isolado Gedore 29610,"Corpo em aço Gedore-Vanadium e empunhadura em polímero anti-chamas na cor laranja padrão Gedore. Acabamento escurecido. Empunhadura ergonômica e antideslizante, com abas protetoras arredondadas.",0,6,54.85,True,False,False,154982
6578382,,Alicates,9370,Alicate Universal IOX isolado 8280-200 Gedore 29400,"Acabamento escurecido e faces lixadas. Empunhadura ergonômica e antideslizante, com abas protetoras arredondadas para maior conforto e segurança.",0.39,6,39.34,True,False,False,154982
6408269,,Amperímetro,243986,Alicate Amperímetro Digital ET-3200 Minipa,O instrumento é construído com barreiras protetoras para a mão que garante a operação segura do instrumento; um gabinete retardante de chama; e circuito eletrônico de proteção.,0.505,2,119.01,True,True,False,154988
6408272,,Amperímetro,451806,Alicate Amperímetro Digital ET-3200B Minipa,Os alicates amperímetros digitais modelos ET-3111 e ET-3200B possui mudança de faixa manual e leitura máxima de 1999 contagens.,0.505,0,249.63,True,True,False,154988
6577739,,Amperímetro,450655,Alicate Amperímetro Digital ET-3111 Minipa,"Este instrumento foi projetado para uso em laboratório, em casa ou em qualquer circunstância onde a medida de corrente elevada seja necessária de acordo com sua categoria de segurança.",0.345,1,202.55,True,False,False,154988
6577740,,Amperímetro,333168,Alicate Amperímetro Digital ET-3880 Minipa,"Possui display de 4 dígitos com iluminação de fundo e leitura True RMS. Destaca-se pela capacidade de medir saídas de inversores com formas de onda moduladas.
",0.36,0,1108.63,True,False,False,154988
6218684,,Arcos de Serra,372194,"Arco de serra regulável 12"" - Tramontina 44033012","O arco de serra ‚ uma ferramenta de grande aplicação, pois pode ser usado no corte de metais diversos não endurecidos, metais não ferrosos como alumínio e cobre, plásticos, acrílico, entre outros.",0.72,2,64.57,True,False,False,154983
6139945,,Aspiradores,,Aspirador pó e liquido NT 38/1 Me Classic 220V Karcher 14285360,Aspirador profissional com reservatório em inox. Desenvolvidos para atender estabelecimentos comercial que utilizam os aspiradores com maior frequência e têm necessidade de aspirar pó e líquido.,12.5,0,1461.22,False,False,False,154984
6139949,,Aspiradores,,Aspirador de Pó e Líquido 1380W 48L NT48/1 220V Karcher 93986600,"Ergonômicos e robusto, o aspirador NT 48/1 da Karcher possui um grande reservatório e uma alta eficiência de limpeza. Ideal para lavacar, limpadoras comércios em geral, entre outros.",13.9,0,2294.61,False,False,False,154984
6139951,,Aspiradores,,Aspirador de Pó e Líquido NT 90/2 Me Classic 220V Karcher 16677050,Com seu generoso container em INOX de 90 litros o aspirador NT 90/2 Me Classic com suas duas turbinas independentes tem um alto poder de sucção. Permite a aspiração de grandes quantidades de sujeira.,19,0,0,False,False,False,154984
6139959,,Aspiradores,,Aspirador de Pó e Líquido NT 75/2  TACT ME 220V Karcher 93986870,"O aspirador NT 75/2 Me Tactý ‚ indicado para uso em indústrias, construções, setores agrícolas, comércios, hotéis restaurantes, empresas limpadoras, etc.",38.2,0,12061.82,False,False,False,154984
6139961,,Aspiradores,,Aspirador de Pó e Líquido NT 20/1 Karcher,"Aspirador profissional de pó e liquido, compacto e robusto. Possui suporte para Acessórios e cabo elétrico integrado. Ideal para limpeza de residências, comércios em geral, entre outros.",7.3,1,323.66,True,False,False,154984
6139978,,Aspiradores,,Aspirador de Pó e Líquido NT 65/2 Eco 220V Karcher 13251420,"Aspirador profissional de pó e líquido com duas turbinas, compacto, robusto e alta eficiência de limpeza. Ideal para construção, oficinas mecânica, concessionárias, limpadora, entre outros.",27,0,5294.01,False,False,False,154984
6253263,6139945,Aspiradores,452157,,,12.5,0,1461.22,False,False,False,154984
6253339,6139961,Aspiradores,451566,,,7.3,1,323.66,True,False,False,154984
6253340,6139949,Aspiradores,450191,,,13.9,0,2294.61,False,False,False,154984
6253345,6139951,Aspiradores,454040,,,19,0,0,True,False,False,154984
6253348,6139959,Aspiradores,454503,,,38.2,0,12061.82,False,False,False,154984
6253350,6139978,Aspiradores,311103,,,27,0,5294.01,False,False,False,154984
6368026,,Aspiradores,,Aspirador de Pó APV 1000  Vonder,"Aspira sólidos e líquidos, indicado para uso profissional na limpeza de pisos, carpetes, móveis, veículos, entre outros. Nível de potência sonora: 92 dB (A).",5.178,1,479.91,True,False,False,154994
6368029,6368026,Aspiradores,455324,,,5.178,1,479.91,True,False,False,154994
6368030,6368026,Aspiradores,455325,,,5.178,1,479.91,True,False,False,154994
6368031,,Aspiradores,,Aspirador de Pó APV 1240 Vonder,"Aspira sólidos e líquidos. Indicado para uso profissional: condomínios, escritórios, lava-car, entre outros. Nível de potência sonora: 88 dB (A).",11.8,1,1106.77,True,False,False,154994
6368032,6368031,Aspiradores,455326,,,11.8,2,1106.77,True,False,False,154994
6368033,6368031,Aspiradores,455327,,,11.8,0,1106.77,True,False,False,154994
6380342,6139961,Aspiradores,451459,,,0,0,323.66,True,False,False,154984
6141534,,Bico de Corte,331673,Bico de Corte 1502 AC Nº 10  Condor 404842,"Os diversos tipos de bicos de corte são escolhidos em função da espessura de corte, velocidade do corte, tipo/modelo do maçarico e gás combustível utilizados.",0.11,6,26.65,True,False,False,155007
6141538,,Bico de Corte,335360,Bico de Corte 1502 AC Nº 12 Condor 404843,"Os diversos tipos de bicos de corte são escolhidos em função da espessura de corte, velocidade do corte, tipo/modelo do maçarico e gás combustível utilizados.",0.11,6,26.65,True,False,False,155007
6141540,,Bico de Corte,258649,Bico de Corte 1502 AC Nº  4 Condor 404992,"Os diversos tipos de bicos de corte são escolhidos em função da espessura de corte, velocidade do corte, tipo/modelo do maçarico e gás combustível utilizados.",0.11,2,26.65,True,False,False,155007
6141543,,Bico de Corte,259892,Bico de Corte 1502 AC Nº  6 Condor 404993,"Os diversos tipos de bicos de corte são escolhidos em função da espessura de corte, velocidade do corte, tipo/modelo do maçarico e gás combustível utilizados.",0.11,6,26.65,True,False,False,155007
6141545,,Bico de Corte,259900,Bico de Corte 1502 AC Nº  8 Condor 404994,"Os diversos tipos de bicos de corte são escolhidos em função da espessura de corte, velocidade do corte, tipo/modelo do maçarico e gás combustível utilizados.",0.11,6,26.65,True,False,False,155007
6218732,,Bolsa e Mochila,453087,Bolsa Para Ferramentas Nylon 24 Bolsos - Tramontina 44952024,Manter as ferramentas organizadas e facilitar o transporte das peças de um lado para o outro ‚ a finalidade dos organizadores para ferramentas da Tramontina PRO.,2,2,227.49,True,False,False,154983
6219157,,Bolsa e Mochila,453409,Mochila Porta Ferramentas 23 Bolsos  -  Tramontina 44952025,Manter as ferramentas organizadas e facilitar o transporte das peças de um lado para o outro ‚ a finalidade dos organizadores para ferramentas da Tramontina PRO.,2.6,0,0,True,False,False,154983
6407473,,Bolsa e Mochila,452682,Bolsa para Ferramentas Compacta 300x170x220mm Starrett BGS,"Compacta, é ideal para transportar ferramentas para pequenos serviços. Possui compartimento principal com zíper, alça removível para ombro, alça de transporte reforçada e bolsos externos e internos.
",0.865,0,0,True,True,False,154986
6407477,,Bolsa e Mochila,452681,Bolsa para Ferramentas Média 400x220x320mm Starrett BGM,"Bolsa para Ferramentas Média - BGM Com base reforçada em plástico ABS, é resistente e preparada para serviço pesado. Seu compartimento principal com zíper oferece segurança e facilidade para armazenam",1.13,1,135.84,True,True,False,154986
6140064,,Carregador de Bateria,454678,Auxiliar de partida portátil APV 4000 Vonder 6847004000,"Indicado para auxiliar na partida de veículos em situações com baixo nível de carga da bateria ou totalmente descarregada, com capacidade de auxiliar em cerca de 10 partidas",0.9,0,0,False,False,False,154994
6140086,,Carregador de Bateria,,Carregador de bateria CBV 1600 Vonder,"Indicado para recarregar baterias automotivas do tipo chumbo ácida de 12V. Não recarrega baterias de 24V. Corrente de entrada: 1,5 A.",6.9,1,433.37,True,False,False,154994
6257323,6140086,Carregador de Bateria,452627,,,6.9,2,433.37,True,False,False,154994
6257325,6140086,Carregador de Bateria,453283,,,6.9,2,433.37,True,False,False,154994
6140094,,Carregador de Bateria,453146,Carregador de bateria CBV 5200 127 V~/220 V Vonder 6847520000,Indicado para recarregar baterias automotivas do tipo chumbo ácida de 12 V e 24 V. Corrente máxima do auxiliar de partida: 300 amperes. Dimensões C x L x A: 295 mm x 350 mm x 760 mm (com rodas e alça),15,1,1461.88,True,False,False,154994
6140246,,Carregador de Bateria,454667,"Carregador de bateria CIB 003 127 V~ 220 V~, moto, Vonder 6847003000","Indicado para carregar ou manter a carga de baterias 12 V do tipo chumbo ácida convencional e VRLA (AGM e Gel), de MOTOCICLETAS, automóveis, entre outros veículos ou equipamentos.",0.35,2,133.04,True,True,False,154994
6257328,,Carregador de Bateria,,Carregador de bateria CBV  950 Vonder,Indicado para recarregar baterias automotivas do tipo chumbo ácida de 12V. Não recarrega baterias de 24V.,4.65,1,352.02,True,False,False,154994
6257330,6257328,Carregador de Bateria,452628,,,4.65,1,352.02,True,False,False,154994
6257331,6257328,Carregador de Bateria,453751,,,4.65,1,352.02,True,False,False,154994
6218740,,Chaves Ajustáveis,450104,Chave Ajustável em Aço Cromo Vanádio 06 Polegadas - Tramontina 44022106,"Versátil, a chave ajustável da Tramontina PRO possui abertura regulável, o que permite apertar e afrouxar parafusos e porcas de diferentes tamanhos com apenas uma peça.",0.13,2,43.9,True,False,False,154983
6218747,,Chaves Ajustáveis,450720,Chave Ajustável em Aço Cromo Vanádio 10 Polegadas - Tramontina  44022110,"Versátil, a chave ajustável da Tramontina PRO possui abertura regulável, o que permite apertar e afrouxar parafusos e porcas de diferentes tamanhos com apenas uma peça.",0.42,2,67.7,True,False,False,154983
6218754,,Chaves Ajustáveis,450105,Chave Ajustável em Aço Cromo Vanádio 12 Polegadas - Tramontina  44022112,"Versátil, a chave ajustável da Tramontina PRO possui abertura regulável, o que permite apertar e afrouxar parafusos e porcas de diferentes tamanhos com apenas uma peça.",0.7,2,93.51,True,False,False,154983
6218760,,Chaves Ajustáveis,452098,Chave Ajustável em Aço Cromo Vanádio 08 Polegadas - Tramontina 44022108,"Versátil, a chave ajustável da Tramontina PRO possui abertura regulável, o que permite apertar e afrouxar parafusos e porcas de diferentes tamanhos com apenas uma peça.",0.26,2,50.97,True,False,False,154983
6380064,,Chaves Ajustáveis,243556,Chave Ajustável 10 191G Gedore 28313,"A Chave Ajustável de 10"" da marca GEDORE, foi fabricada em Aço-liga de alta resistência mecânica. Tem acabamento escurecido e cabeça lixada.",0,6,61.32,True,False,False,154982
6380066,,Chaves Ajustáveis,243532,Chave Ajustável  6 191G Gedore 28311,"A Chave Ajustável de 6"" da marca GEDORE, foi fabricada em Aço-liga de alta resistência mecânica. Tem acabamento escurecido e cabeça lixada.",0,6,37.7,True,False,False,154982
6380074,,Chaves Ajustáveis,243544,Chave Ajustável  8 191G Gedore 28312,"A Chave Ajustável de 8"" da marca GEDORE, foi fabricada em Aço-liga de alta resistência mecânica. Tem acabamento escurecido e cabeça lixada.",0,6,49.21,True,False,False,154982
6363299,,Chaves para Tubos,7166,"Chave para tubo 14"" Gedore 33140","A chave para tubos é regulável, versátil e de fácil manuseio. É uma ferramenta que não deve faltar em oficinas e indústrias que trabalham com montagens e desmontagens de tubulações em geral.",1.6,6,60.63,True,False,True,154982
6217466,,Cinta Amarração Catraca,451224,"Jogo de cinta com catraca p/amarração, 0,8 toneladas/0,4 toneladas, CC 080 Vonder 8014250080",Indicada para amarração de cargas. Proibido uso de alavanca no punho da catraca móvel. Proibido uso para içamento de cargas.,0.38,10,31.04,True,False,False,154994
6217467,,Cinta Amarração Catraca,451226,"Jogo de cinta com catraca p/amarração, 1,5 toneladas/0,75 toneladas, CC 150 Vonder 8014280150",Indicada para amarração de cargas. Proibido uso de alavanca no punho da catraca móvel. Proibido uso para içamento de cargas.,0.65,10,49.39,True,False,False,154994
6217468,,Cinta Amarração Catraca,451227,"Jogo de cinta com catraca p/ amarração, 3 toneladas/1,5 toneladas, CC 300  Vonder 8014500300",Indicada para amarração de cargas. Proibido uso de alavanca no punho da catraca móvel. Proibido uso para içamento de cargas.,1.99,10,118.08,True,False,False,154994
6217469,,Cinta Amarração Catraca,451228,"Jogo de cinta com catraca p/ amarração, 4 toneladas/2 toneladas, CC 400 Vonder 8014500400",Indicada para amarração de cargas. Proibido uso de alavanca no punho da catraca móvel. Proibido uso para içamento de cargas.,2.19,10,139.88,True,False,False,154994
6252824,,Cinta Amarração Catraca,455091,"Cinta c/ catraca 50mm 4000kg x 9,00mt 5049 Carbografite 12409112","Utilizadas em transporte de cargas, motocicletas, barco de pequeno porte, cilindros de gases e equipamentos em geral.",2.15,1,112.69,True,False,False,155014
6252825,,Cinta Amarração Catraca,455090,"Cinta c/ catraca 50mm 3000kg x 9,00mt 5039 Carbografite 12409012","Utilizadas em transporte de cargas, motocicletas, barco de pequeno porte, cilindros de gases e equipamentos em geral",1.9,1,94.04,True,False,False,155014
6252827,,Cinta Amarração Catraca,455089,"Cinta c/ catraca 35mm 2000kg x 5,00mt  3525 Carbografite 12408812","Utilizadas em transporte de cargas, motocicletas, barco de pequeno porte, cilindros de gases e equipamentos em geral
",0.9,2,53.76,True,False,False,155014
6252829,,Cinta Amarração Catraca,455088,Cinta c/ catraca 25mm 400kg x 4.60mt 250446 Carbografite 12600612,1 conjunto Largura da fita poliéster: 25mm Terminal: “J”,0.4,1,30.92,True,False,False,155014
6384423,,Cinta Amarração Catraca,455255,"Cinta c/ catraca 50mm 5000kg x 7,00mt 5047 Carbografite 12472412","Utilizadas em transporte de cargas, motocicletas, barco de pequeno porte, cilindros de gases e equipamentos em geral.
Fator de segurança: 2:1.",2.3,0,0,True,False,False,155014
6212948,,Cortador de Metal,,Cortadora de metal GCO 2000W Profissional Bosch,"Cortadora de metal Bosch GCO 2000 Profissional
Solução para trabalhos de desbaste em metal.
- Compacta, ergonômica e versátil.
- Motor robusto de 500 W para aplicações de desbaste em metal.
",18.44,0,1239.58,False,False,False,154981
6253638,6212948,Cortador de Metal,342651,,,18.44,0,1239.58,False,False,False,154981
6261775,6212948,Cortador de Metal,342663,,,18.44,0,0,False,False,False,154981
6212949,,Cortador de Metal,,Cortadora de metal GCO 14-24 2400W Profissional Bosch,"Serra de corte para metal
Bosch GCO 14-24 Professional
Potência redefinida em serras de corte de 14""""
- Alta capacidade de sobrecarga para as aplicações mais exigentes
",18.5,1,0,True,False,False,154981
6253639,6212949,Cortador de Metal,453962,,Cortadora de metal GCO 2400W 14-24 Profissional 220V Bosch 0601B370E0,18.5,0,0,True,False,False,154981
6298907,6212949,Cortador de Metal,455190,,Cortadora de metal GCO 2400W 14-24 Profissional 127V Bosch 0601B370d0,18.5,0,0,True,False,False,154981
6206764,,Disco de Corte,317525,"Disco de Corte para Inox 115mm x 2,0mm x 22,23mm Reto c/2Telas Grão 30 Bosch 2608600520",O selo ABNT é mais um motivo para preferir discos de corte Bosch. Além do mais alto desempenho e rendimento. A marca de segurança é mais uma garantia de satisfação dos usuários.,0.04,20,5.87,True,False,False,154981
6206765,,Disco de Corte,451406,"Disco de Corte para Metal 115mm x 2,5mm x 22,23mm Grão 30 Bosch 2608603164","Discos de corte para metal com boa potência e preço apelativo.
Direita A 30 S BF, 115 mm, 22,23 mm, 2,5 mm",0.06,0,2.58,True,False,False,154981
6206766,,Disco de Corte,451407,"Disco de Corte para Metal 180mm x 3,0mm x 22,23mm Grão 30  Bosch 2608603167","Discos de corte para metal com boa potência e preço apelativo.
Direita A 30 S BF, 180 mm, 22,23 mm, 3,0 mm",0.2,20,4.17,True,False,False,154981
6206767,,Disco de Corte,317537,"Disco de Corte para Inox 180mm x 2,0mm x 22,23mm Grão 30 Bosch 2608600521",O selo ABNT é mais um motivo para preferir discos de corte bosch. Além do mais alto desempenho e rendimento. A marca de segurança é mais uma garantia de satisfação dos usuários.,0.2,20,9.82,True,False,False,154981
6298910,,Disco de Corte,455056,"Disco de Corte para Inox 115mm x 1,0mm x 22,23mm Reto c/2Telas Grão 30 Bosch 2608603169","Forma de disco:Direita
Rapido, cortes muito rápidos e limpos, sem formação de rebarbas ou descoloração azul
",0.03,20,2.14,True,False,False,154981
6206827,,Disco de Desbate,451409,"Disco de Debaste para Metal 180mm x 6,0mm x 22,23mm Grão 24 Bosch 2608603183","Disco de rebarbar curvo Standard for Metal
A 24 P BF, 180 mm, 22,23 mm, 6,0 mm
Discos de corte para metal com boa potência",0.4,20,6.79,True,False,False,154981
6206831,,Disco de Desbate,451408,"Disco de Debaste Para Metal 115mm x 6,0mm x 22,23mm Grão 24 Bosch 2608603181","Disco de rebarbar curvo Standard for Metal
A 24 P BF, 115 mm, 22,23 mm, 6,0 mm
Discos de corte para metal com boa potência",0.2,1,3.68,True,False,False,154981
6206833,,Disco de Desbate,317513,"Disco de Desbaste para Inox 180mm x 6,4mm x 22,23mm Grão 30 Bosch 2608600505",O Disco de Debaste para Inox oferece uma longa vida útil e rapidez no trabalho.,0.4,20,10.08,True,False,False,154981
6206834,,Disco de Desbate,317501,"Disco de Desbaste para Inox 115mm x 6,4mm x 22,23mm Grão 30 Bosch 2608600504","Disco Desbaste p O Disco de Debaste para Inox oferece uma longa vida útil e rapidez no trabalho.
DISCO DE DESBASTE 4.1/2 X 1/4 X 7/8 A/I",0.2,20,5.9,True,False,False,154981
6212956,,Disco de Lixa,453284,Disco de Lixa com velcro 125mm Grão  80 com 8 furos 5 Unidades Bosch 2608605069,"Disco de lixa com 8 furos para madeira com, tinta, verniz, massa de aparelhar
Com revestimento de estearato de cálcio, impede a obstrução prematura.",0.05,5,15.99,True,False,False,154981
6212959,,Disco de Lixa,453249,Disco de Lixa com velcro 125mm Grão 100 com 8 furos 5 Unidades Bosch 2608605070,"Disco de lixa com 8 furos para madeira com, tinta, verniz, massa de aparelhar
Com revestimento de estearato de cálcio, impede a obstrução prematura.",0.05,5,15.99,True,False,False,154981
6212965,,Disco de Lixa,453250,Disco de Lixa com velcro 125mm Grão 120 com 8 furos 5 Unidades Bosch 2608605071,"Disco de lixa com 8 furos para madeira com, tinta, verniz, massa de aparelhar
Com revestimento de estearato de cálcio, impede a obstrução prematura.",0.05,5,15.99,True,False,False,154981
6212975,,Disco de Lixa,453248,Disco de Lixa com velcro 125mm Grão  60 com 8 furos 5 Unidades Bosch 2608605068,"Para lixar madeira, tinta, verniz, massa de aparelhar.
Revestimento de estearato de cálcio, impede a obstrução prematura.
Lixas na cor amarela.",0.05,1,16.95,True,False,False,154981
6207502,,Disco Flap,455081,"Disco Flap 115mm x 22,23mm Grão  40 Bosch 2608619288","Disco Flap 4 1/2"""" Gr 40 115mm 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.08,10,5.97,True,False,False,154981
6207522,,Disco Flap,455082,"Disco Flap 115mm x 22,23mm Grão  60 Bosch 2608619289","Disco Flap 4 1/2"""" Gr 60 115mm 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.06,10,5.97,True,False,False,154981
6207535,,Disco Flap,455083,"Disco Flap 115mm x 22,23mm Grão  80 Bosch 2608619290","Disco Flap 4 1/2"""" Gr 80 115mm 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.06,10,5.97,True,False,False,154981
6207555,,Disco Flap,455080,"Disco Flap 115mm x 22,23mm Grão 120 Bosch 2608619291","Disco Flap 4 1/2"""" Gr 120 115mm 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.06,10,5.97,True,False,False,154981
6207600,,Disco Flap,455085,"Disco Flap 180mm x 22,23mm Grão  40 Bosch 2608619292","Disco Flap 7"""" Gr 40 180mm 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.17,5,15.17,True,False,False,154981
6207685,,Disco Flap,455086,"Disco Flap 180mm x 22,23mm Grão  60  Bosch 2608619293","Disco Flap 7"""" Gr 60 180mm 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.17,1,15.17,True,False,False,154981
6208602,,Disco Flap,455087,"Disco Flap 180mm x 22,23mm Grão  80  Bosch 2608619294","Disco Flap 7"""" Gr 80 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.
",0.15,5,15.17,True,False,False,154981
6208603,,Disco Flap,455084,"Disco Flap 180mm x 22,23mm Grão 120  Bosch 2608619295","Disco Flap 7"""" Gr 120 22,23mm Curvo para Metal 
Para atender os usuários que necessitam de um disco agressivo a um baixo custo, ideal para um rápido desbaste.",0.15,5,15.17,True,False,False,154981
6140281,,Eletrodos,454015,"ELETRODO E-308L 2,5MM PERFORM CX C/4,5KG - UTP 26762",Eletrodo Cr-Ni otimizado para ótima soldabilidade de aços inoxidáveis austeníticos.,4.65,45,67.86,True,False,False,155006
6140283,,Eletrodos,453964,"ELETRODO E-308L 3,25MM PERFORM CX C/5KG - UTP 26764",Eletrodo Cr-Ni otimizado para ótima soldabilidade de aços inoxidáveis austeníticos.,5.15,5,67.86,True,False,False,155006
6141425,,Eletrodos,453963,"ELETRODO E-316L 2,5MM PERFORM CX C/5KG - UTP 26753",Eletrodo Cr-Ni otimizado para ótima soldabilidade de aços inoxidáveis austeníticos.,5.11,0,343.1,True,False,False,155006
6141435,,Eletrodos,454096,"ELETRODO E-316L 3,25MM PERFORM CX C/5KG - UTP 26755",Eletrodo Cr-Ni otimizado para ótima soldabilidade de aços inoxidáveis austeníticos.,5.15,10,82.26,True,False,False,155006
6141443,,Eletrodos,453680,"ELETRODO E-6013 2,5MM PERFORM CX C/5KG - UTP 26715",Eletrodo rutílico com revestimento fino; solda em todas as posições e principalmente com excelente característica de soldagem na vertical descendente.,5.15,10,21.68,True,False,False,155006
6141445,,Eletrodos,453681,"ELETRODO E-6013 3,25MM PERFORM CX C/5KG - UTP 26719",Eletrodo rutílico com revestimento fino; solda em todas as posições e principalmente com excelente característica de soldagem na vertical descendente.,5.22,10,22.3,True,False,False,155006
6141453,,Eletrodos,453682,"ELETRODO E-7018 2,5MM PERFORM CX C/5KG - UTP 26732",Eletrodo básico com excelentes características de soldagem. Rendimento metálico de 110%. Ideal para soldagem de aços com baixos teores de impurezas e elevados teores de carbono.,5.13,10,23.11,True,False,False,155006
6141470,,Eletrodos,453683,"ELETRODO E-7018 3,25MM PERFORM CX C/5KG - UTP 26740",Eletrodo básico com excelentes características de soldagem. Rendimento metálico de 110%. Ideal para soldagem de aços com baixos teores de impurezas e elevados teores de carbono.,5.12,10,23.03,True,False,False,155006
6208701,,Esmerilhadeira,,Esmerilhadeira Angular LCM 9004 830W com 5 Discos SKIL,"Botão-trava para fácil e rápida troca do disco.
Leve e compacta, garante um maior conforto ao operador.
Ideal para restaurações, lixamento e limpeza de chapas.",2.5,0,0,False,False,False,227246
6253199,6208701,Esmerilhadeira,453186,,,2.5,0,0,False,False,False,227246
6255053,6208701,Esmerilhadeira,453187,,,2.5,0,0,False,False,False,227246
6257144,,Esmerilhadeira,,Esmerilhadeira Angular GWS  9-125 Profissional Bosch,"900 W desenvolvidos para trabalhos difíceis!
Desempenho superior ao esmerilhar/cortar devido à alta potência e torque a 900 W.",2.35,1,375.39,True,False,True,154981
6257153,6257144,Esmerilhadeira,454859,,,2.35,2,375.39,True,False,False,154981
6257155,6257144,Esmerilhadeira,454860,,,2.35,2,375.39,True,False,False,154981
